"time_s","lin_acc_x","lin_acc_y","lin_acc_z","lin_acc_abs"
2.344804654E1,-4.253367186E-1,-5.647569895E-1,-1.041051865E0,1.258431868E0
2.346660977E1,-5.060480237E-1,-4.912513494E-1,-1.135504723E0,1.336706200E0
2.348512732E1,-7.312647104E-1,-5.024794340E-1,-1.020234108E0,1.352076660E0
2.350369055E1,-6.547326446E-1,-6.892676353E-1,-9.276475906E-1,1.328267579E0
2.352226988E1,-5.550807714E-1,-7.306480408E-1,-7.505369186E-1,1.185439534E0
2.354083274E1,-3.783458471E-1,-7.621682882E-1,-4.715290070E-1,9.728235626E-1
2.355939597E1,-4.095699787E-1,-7.746431828E-1,-2.861270905E-1,9.217854088E-1
2.357794337E1,-5.100789070E-1,-7.667170763E-1,-8.800125122E-2,9.250836647E-1
2.359650654E1,-4.679684043E-1,-7.877632380E-1,-6.116104126E-2,9.183169493E-1
2.361511540E1,-4.094266295E-1,-7.404158115E-1,3.338146210E-2,8.467349414E-1
2.363367857E1,-4.058833718E-1,-7.027986050E-1,1.028146744E-1,8.180697085E-1
2.365224295E1,-4.239901602E-1,-7.206171751E-1,5.708408356E-2,8.380425774E-1
2.367075936E1,-3.664321601E-1,-6.527359486E-1,-4.013442993E-2,7.496315888E-1
2.368932253E1,-1.482814103E-1,-5.200401545E-1,-7.544898987E-2,5.460052097E-1
2.370793243E1,-1.088394225E-2,-4.232081175E-1,-1.921081543E-2,4.237837023E-1
2.372649456E1,1.384077966E-2,-4.038593769E-1,3.366851807E-2,4.054966493E-1
2.374501217E1,-1.506641507E-3,-4.266332388E-1,-9.689331055E-4,4.266369994E-1
2.376357535E1,8.948570490E-2,-4.435415268E-1,-1.751785278E-1,4.852054142E-1
2.378215441E1,7.427974045E-2,-3.565635681E-1,-3.352861404E-1,4.950473249E-1
2.380071758E1,1.713710576E-1,-3.242377043E-1,-3.370170593E-1,4.980749206E-1
2.381928076E1,1.422677785E-1,-2.795414925E-1,-2.522315979E-1,4.024976345E-1
2.383782816E1,3.144222200E-1,-2.358913422E-1,-7.861328125E-2,4.008567147E-1
2.385639133E1,3.934359550E-1,-1.458148956E-1,4.961109161E-2,4.225104672E-1
2.387500019E1,3.343226314E-1,-1.441612244E-1,5.876922607E-2,3.687924923E-1
2.389356342E1,2.229679823E-1,-1.203523874E-1,2.305603027E-2,2.544228740E-1
2.391212764E1,1.124427691E-1,-1.124277115E-1,6.489944458E-2,1.717419708E-1
2.393064415E1,2.174437046E-3,-1.029191017E-1,2.176618576E-1,2.407773950E-1
2.394920732E1,1.487652957E-2,-1.465960741E-1,3.603439331E-1,3.893063963E-1
2.396787519E1,-1.611970738E-2,-2.175108194E-1,5.275430679E-1,5.708524241E-1
2.398637930E1,-1.735773087E-1,-3.165316582E-1,7.313346863E-1,8.155806496E-1
2.400489691E1,-2.919901907E-1,-4.399423599E-1,6.618881226E-1,8.467015049E-1
2.402346014E1,-3.833651245E-1,-4.096523523E-1,3.090152740E-1,6.405265865E-1
2.404211514E1,-3.741788864E-1,-3.690173626E-1,1.348400116E-2,5.257047377E-1
2.406063212E1,-2.827848792E-1,-3.351827860E-1,-4.151535034E-2,4.404978005E-1
2.407919540E1,-7.058448344E-2,-2.974094152E-1,2.037134171E-1,3.673332082E-1
2.409771290E1,1.840836704E-1,-2.834135294E-1,7.525844574E-1,8.249808433E-1
2.411627613E1,2.970315814E-1,-3.918305635E-1,1.048607826E0,1.158161182E0
2.413488602E1,6.844785810E-2,-4.100147486E-1,9.619626999E-1,1.047935799E0
2.415341831E1,-2.829763293E-2,-4.401332736E-1,8.883819580E-1,9.918369613E-1
2.417198154E1,8.826045692E-2,-6.617218256E-1,9.160957336E-1,1.133533006E0
2.419052889E1,-1.587197483E-1,-8.074057102E-1,9.484186172E-1,1.255624870E0
2.420909206E1,-7.647141218E-1,-8.047645092E-1,7.695112228E-1,1.350770567E0
2.422767113E1,-9.104964137E-1,-8.753287196E-1,3.078594208E-1,1.299992888E0
2.424623430E1,-8.079916835E-1,-8.693521619E-1,-9.088420868E-2,1.190329232E0
2.426478165E1,-5.913007259E-1,-1.017142773E0,-2.896728516E-1,1.211662630E0
2.428334488E1,-4.626832008E-1,-1.212535739E0,-2.174987793E-1,1.315911996E0
2.430190805E1,-4.087527990E-1,-1.335735321E0,5.451202393E-2,1.397941079E0
2.432051691E1,-3.365975320E-1,-1.538848400E0,3.448686600E-1,1.612540446E0
2.433908118E1,-2.371273935E-1,-1.699149251E0,4.971876144E-1,1.786206344E0
2.435759764E1,-2.776641846E-1,-1.646080971E0,5.779409409E-1,1.766549092E0
2.437616081E1,-2.952234447E-1,-1.567323565E0,4.150733948E-1,1.648012732E0
2.439472404E1,-3.995625377E-1,-1.453170061E0,-2.885055542E-2,1.507377127E0
2.441328722E1,-5.180065632E-1,-1.382865310E0,-4.973430634E-1,1.558203256E0
2.443194149E1,-6.369394064E-1,-1.268355370E0,-6.723814011E-1,1.570513897E0
2.445041363E1,-6.226530075E-1,-1.163291812E0,-5.799179077E-1,1.441266591E0
2.446897680E1,-6.048232317E-1,-1.117369294E0,-4.641141891E-1,1.352674115E0
2.448753998E1,-7.882292271E-1,-1.120453715E0,-3.541393280E-1,1.414968730E0
2.450610321E1,-9.109770060E-1,-1.203758955E0,-1.397809982E-1,1.516065122E0
2.452466639E1,-8.711612225E-1,-1.239273787E0,5.800819397E-2,1.515944044E0
2.454322956E1,-7.359021306E-1,-1.263929129E0,1.285648346E-1,1.468195391E0
2.456179279E1,-7.796180248E-1,-1.225239158E0,2.305850983E-1,1.470436923E0
2.458035597E1,-8.600199819E-1,-1.211708307E0,4.168787003E-1,1.543262532E0
2.459891915E1,-8.321728110E-1,-1.245220661E0,4.779701233E-1,1.572113711E0
2.461748232E1,-9.425831437E-1,-1.147616744E0,4.543752670E-1,1.553043482E0
2.463604555E1,-9.622339010E-1,-1.100811362E0,4.844007492E-1,1.540234989E0
2.465460873E1,-8.970706463E-1,-1.052177787E0,3.696146011E-1,1.431233312E0
2.467321868E1,-7.360094786E-1,-8.116614819E-1,1.828622818E-1,1.110829837E0
2.469173514E1,-4.580105245E-1,-6.879786849E-1,-1.787843704E-1,8.456075701E-1
2.471029831E1,-4.211741984E-1,-5.494166613E-1,-3.425302505E-1,7.723816062E-1
2.472886149E1,-4.602416456E-1,-4.969289303E-1,-2.565956116E-1,7.242941681E-1
2.474742467E1,-5.482122898E-1,-4.948582649E-1,-9.449195862E-2,7.445469410E-1
2.476598790E1,-4.757787287E-1,-5.539058447E-1,2.151298523E-2,7.305065996E-1
2.478455107E1,-5.080467463E-1,-4.910924435E-1,2.071790695E-1,7.363466923E-1
2.480311425E1,-5.418851376E-1,-4.504493475E-1,4.238996506E-1,8.223351085E-1
2.482167743E1,-4.695087671E-1,-3.277986050E-1,4.272308350E-1,7.144344576E-1
2.484024066E1,-3.988215029E-1,-1.616473198E-1,2.812795639E-1,5.141076154E-1
2.485880383E1,-4.358279705E-1,-1.409019232E-1,1.293888092E-1,4.759630614E-1
2.487736696E1,-4.918964803E-1,-1.555731297E-1,1.246671677E-1,5.307608206E-1
2.489593024E1,-5.688698292E-1,-1.779854298E-1,1.693248749E-1,6.196471649E-1
2.491453930E1,-6.607704163E-1,-2.188090086E-1,2.465724945E-1,7.384395170E-1
2.493305660E1,-8.391126394E-1,-1.885987520E-1,3.330802917E-1,9.222917064E-1
2.495161977E1,-1.016154408E0,-1.008269787E-1,1.881494522E-1,1.038333317E0
2.497018295E1,-8.980548978E-1,3.342151642E-2,-5.835247040E-2,9.005690468E-1
2.498874618E1,-6.152260900E-1,5.357635021E-2,-1.287536621E-1,6.308336330E-1
2.500730936E1,-5.121271014E-1,-1.045765877E-1,3.644657135E-2,5.239644866E-1
2.502587253E1,-7.663886547E-1,-3.785645962E-1,2.393083572E-1,8.876548954E-1
2.504443571E1,-1.046135545E0,-5.393604040E-1,5.399322510E-1,1.294927048E0
2.506299894E1,-1.049541712E0,-4.549742937E-1,7.208185196E-1,1.352079417E0
2.508156212E1,-8.208865523E-1,-2.658612728E-1,4.910898209E-1,9.928273568E-1
2.510012529E1,-5.261566043E-1,-1.416131258E-1,1.501407623E-1,5.651878432E-1
2.511868847E1,-3.988891840E-1,-2.194533348E-1,-2.283000946E-2,4.558437853E-1
2.513725165E1,-4.997916818E-1,-3.203581572E-1,-9.378337860E-2,6.010128086E-1
2.515581488E1,-4.507681131E-1,-4.231213331E-1,-2.928428650E-1,6.840910012E-1
2.517437805E1,-2.745428383E-1,-3.650027514E-1,-5.077695847E-1,6.829573410E-1
2.519303305E1,4.389809072E-2,-2.882535458E-1,-4.734125137E-1,5.560005011E-1
2.521150441E1,3.997779489E-1,-2.613915205E-1,-2.839012146E-1,5.556508211E-1
2.523006758E1,4.857090116E-1,-3.048365116E-1,-3.219604492E-2,5.743475673E-1
2.524863081E1,2.145448625E-1,-4.797357321E-1,1.838865280E-1,5.567675690E-1
2.526719399E1,-2.264199257E-1,-7.298873663E-1,3.110837936E-1,8.250907083E-1
2.528575717E1,-6.275909543E-1,-8.703145385E-1,2.651538849E-1,1.105271181E0
2.530432034E1,-7.453693151E-1,-7.558308840E-1,1.054105759E-1,1.066755422E0
2.532288352E1,-4.748153090E-1,-5.875161886E-1,-3.306102753E-1,8.245774698E-1
2.534144675E1,-2.157741040E-1,-4.305081367E-1,-8.346767426E-1,9.636290699E-1
2.536000993E1,-8.656786382E-2,-3.042327166E-1,-1.052713394E0,1.099207456E0
2.537857310E1,-1.430310756E-1,-3.988169432E-1,-1.004749298E0,1.090428354E0
2.539713628E1,-3.695139289E-1,-4.350489378E-1,-6.872825623E-1,8.934010534E-1
2.541569946E1,-5.419351459E-1,-5.485497713E-1,-3.918800354E-1,8.649685058E-1
2.543426264E1,-5.162355900E-1,-7.104547024E-1,-3.524293900E-1,9.462830144E-1
2.545282586E1,-4.463988543E-1,-7.287217379E-1,-2.181978226E-1,8.819963708E-1
2.547138904E1,-3.314041495E-1,-7.341459990E-1,4.913616180E-2,8.069779554E-1
2.548995222E1,-2.865602374E-1,-7.632096410E-1,1.259403229E-1,8.249040494E-1
2.550851540E1,-4.398213625E-1,-7.215914130E-1,1.363363266E-1,8.559933365E-1
2.552707857E1,-4.370373487E-1,-6.726062298E-1,3.911113739E-2,8.030756288E-1
2.554564175E1,-3.111687899E-1,-6.241940260E-1,-1.487255096E-1,7.131363650E-1
2.556420498E1,-1.503237784E-1,-4.903826714E-1,-4.444370270E-1,6.786727294E-1
2.558276816E1,-1.086264849E-1,-3.297766447E-1,-4.206209183E-1,5.454120511E-1
2.560133133E1,-7.884079218E-2,-2.715381384E-1,-1.495141983E-1,3.198489122E-1
2.561989451E1,-1.522739232E-1,-2.075135708E-1,4.170322418E-2,2.607458315E-1
2.563845769E1,-2.661924362E-1,-2.148452997E-1,2.496843338E-1,4.235081846E-1
2.565702087E1,-3.180199265E-1,-2.470141649E-1,4.895896912E-1,6.339169796E-1
2.567562962E1,-2.687793970E-1,-3.031178713E-1,5.730285645E-1,7.017724302E-1
2.569414727E1,-2.307082266E-1,-2.653825283E-1,4.247388840E-1,5.514139023E-1
2.571271045E1,-2.885433435E-1,-2.309538126E-1,2.859048843E-1,4.672670837E-1
2.573127363E1,-2.649828792E-1,-2.448661327E-1,2.717437744E-1,4.516857626E-1
2.574983680E1,-2.745538056E-1,-1.986947060E-1,4.556646347E-1,5.678817110E-1
2.576839998E1,-3.053263426E-1,-2.225619555E-1,4.078197479E-1,5.559450929E-1
2.578696316E1,-2.912509441E-1,-2.651193142E-1,1.907072067E-1,4.375895359E-1
2.580552633E1,-1.930614412E-1,-2.044861317E-1,2.534103394E-2,2.823640666E-1
2.582408951E1,-1.117305756E-1,-8.478176594E-2,-1.645498276E-1,2.162135868E-1
2.584265269E1,-1.807315350E-1,6.263160706E-2,-4.671754837E-1,5.048163414E-1
2.586121587E1,-3.410813212E-1,3.243530989E-1,-5.196123123E-1,7.010979643E-1
2.587977910E1,-2.766987681E-2,1.343929768E-1,-1.510391235E-1,2.040585973E-1
2.589834227E1,5.520909429E-1,-5.032856464E-1,7.586727142E-1,1.064746514E0
2.591689253E1,4.860284925E-1,-9.398075938E-1,2.056667328E0,2.312864567E0
2.593546863E1,-4.852962121E-2,-1.026984930E0,2.656739235E0,2.848739464E0
2.595407743E1,-3.871082962E-1,-9.699825048E-1,1.539093018E0,1.859980164E0
2.597258206E1,-3.990948498E-1,-7.622378469E-1,-2.000465393E-1,8.833469603E-1
2.599115988E1,-1.655037552E-1,-5.530213118E-1,-1.053610802E0,1.201382448E0
2.600972133E1,9.206758440E-2,-6.694834232E-1,-5.070562363E-1,8.448612435E-1
2.602828451E1,8.504651487E-2,-1.115392208E0,7.670469284E-1,1.356353080E0
2.604684769E1,2.489278838E-2,-1.460561633E0,1.722028732E0,2.258150325E0
2.606541086E1,1.150913388E-1,-1.638704300E0,1.711426735E0,2.372251940E0
2.608397404E1,3.097334206E-1,-1.569676995E0,9.777050018E-1,1.875027395E0
2.610253727E1,5.869152546E-1,-1.340228796E0,2.832727432E-1,1.490277219E0
2.612110045E1,7.246370316E-1,-1.222858906E0,-2.959594727E-1,1.451921052E0
2.613966363E1,6.643875837E-1,-1.113449574E0,-6.885051727E-1,1.468066820E0
2.615822680E1,5.609449148E-1,-1.028440952E0,-8.250207901E-1,1.432832612E0
2.617678998E1,5.058045387E-1,-1.067825794E0,-8.394298553E-1,1.449390437E0
2.619539878E1,3.026959300E-1,-1.065659523E0,-7.150487900E-1,1.318540791E0
2.621391633E1,2.288210988E-1,-1.019061804E0,-5.692100525E-1,1.189473051E0
2.623251420E1,2.050646693E-1,-9.060762525E-1,-5.751810074E-1,1.092638497E0
2.625104269E1,2.988968194E-1,-7.688304186E-1,-6.835346222E-1,1.071288524E0
2.626960587E1,3.636959195E-1,-5.782659054E-1,-8.239421844E-1,1.070302248E0
2.628816904E1,3.274957538E-1,-4.407756329E-1,-9.100847244E-1,1.062916193E0
2.630673222E1,1.534692347E-1,-3.936150074E-1,-8.854675293E-1,9.810903758E-1
2.632529540E1,-6.657262892E-2,-3.735064268E-1,-5.651063919E-1,6.806498365E-1
2.634385857E1,-1.186052561E-1,-3.229660988E-1,-1.664724350E-1,3.822137875E-1
2.636242175E1,-1.045792326E-1,-2.367033958E-1,-2.754020691E-2,2.602379229E-1
2.638098493E1,-1.255995929E-1,-1.137512922E-1,-2.801790237E-1,3.274368635E-1
2.639954810E1,-2.361263931E-1,1.952779293E-2,-3.832406998E-1,4.505668010E-1
2.641811128E1,-2.647560537E-1,2.034127712E-2,-1.584844589E-1,3.092359281E-1
2.643667446E1,-3.258108199E-1,-4.918491840E-2,2.735490799E-1,4.282533662E-1
2.645523764E1,-4.926188588E-1,-1.211206913E-1,7.142524719E-1,8.760708622E-1
2.647384764E1,-3.970330954E-1,-1.537897587E-1,9.379940033E-1,1.030106460E0
2.649236399E1,-2.438110560E-1,-3.387963772E-2,9.296092987E-1,9.616470814E-1
2.651092717E1,-4.198738188E-2,1.637748480E-1,6.908769608E-1,7.112637457E-1
2.652949035E1,6.411753595E-2,4.136784077E-1,1.427803040E-1,4.422975227E-1
2.654805352E1,2.797450423E-1,4.415932894E-1,-3.211984634E-1,6.135392203E-1
2.656661670E1,5.266745090E-1,2.077646255E-1,-3.920488358E-1,6.886613593E-1
2.658517988E1,2.317309678E-1,1.148630381E-1,1.032428741E-1,2.784813279E-1
2.660374305E1,3.957829624E-2,-1.126250029E-1,8.897352219E-1,8.977079691E-1
2.662230623E1,2.305331081E-1,-3.296003342E-1,1.500738144E0,1.553704242E0
2.664086941E1,5.369455814E-1,-2.723325491E-1,1.942464828E0,2.033628576E0
2.665943258E1,5.351464748E-1,-1.684514284E-1,1.585428238E0,1.681767026E0
2.667799576E1,2.450234741E-1,-7.669734955E-2,4.972515106E-1,5.596231331E-1
2.669655894E1,1.178137809E-1,7.297146320E-2,-3.673372269E-1,3.926086597E-1
2.671516774E1,3.895865679E-1,1.180593967E-1,-6.671266556E-1,7.815201147E-1
2.673368529E1,6.975641251E-1,1.142787933E-2,-5.009536743E-1,8.588835129E-1
2.675225732E1,8.019967675E-1,-5.062067509E-2,-1.591224670E-1,8.191954757E-1
2.677081165E1,8.234407902E-1,-7.232666016E-2,2.865791321E-3,8.266160496E-1
2.678937482E1,8.715749383E-1,-1.517295837E-1,-1.535530090E-1,8.979105001E-1
2.680793800E1,8.041489124E-1,-2.237952948E-1,-4.437360764E-1,9.453261410E-1
2.682650118E1,5.848538280E-1,-1.902213097E-1,-3.821287155E-1,7.240583553E-1
2.684506436E1,5.069196224E-1,-2.184062004E-1,-9.130382538E-2,5.594686412E-1
2.686362753E1,3.106815815E-1,-7.941687107E-2,3.181171417E-2,3.222453563E-1
2.688219066E1,4.050464034E-1,1.775693893E-2,-3.240423203E-1,5.190195787E-1
2.690075383E1,4.439545274E-1,1.080985069E-1,-9.404554367E-1,1.045579905E0
2.691931701E1,4.226280451E-1,2.190108299E-1,-1.273182869E0,1.359255247E0
2.693788019E1,4.452678263E-1,2.435512543E-1,-1.246789932E0,1.346129929E0
2.695644331E1,4.308564663E-1,2.160308361E-1,-1.058767319E0,1.163312018E0
2.697500654E1,4.130116105E-1,2.288250923E-1,-7.678298950E-1,9.013890730E-1
2.699361529E1,4.776332378E-1,1.456922293E-1,-5.850639343E-1,7.691940866E-1
2.701213290E1,4.584625065E-1,1.501758099E-1,-4.175376892E-1,6.380269318E-1
2.703069607E1,4.237307608E-1,2.234529257E-1,-3.080749512E-1,5.695517037E-1
2.704925925E1,3.592644930E-1,2.662434578E-1,-2.483215332E-1,5.114881608E-1
2.706782243E1,2.261702418E-1,3.405544758E-1,-2.230653763E-1,4.657128851E-1
2.708638560E1,2.640162408E-1,4.004265070E-1,-1.327753067E-1,4.976698152E-1
2.710494873E1,3.335568309E-1,4.194902182E-1,-1.131324768E-1,5.477510017E-1
2.712351191E1,4.384745359E-1,4.028394222E-1,-1.312999725E-1,6.097369938E-1
2.714207508E1,4.651696086E-1,4.435548782E-1,-1.125802994E-1,6.525320058E-1
2.716063826E1,5.254395008E-1,4.714803696E-1,1.021699905E-1,7.133155787E-1
2.717920144E1,5.548945665E-1,4.901264906E-1,3.270168304E-1,8.093651612E-1
2.719776462E1,5.885747075E-1,4.342355728E-1,3.509368896E-1,8.112566915E-1
2.721632779E1,5.509511232E-1,3.699504137E-1,3.796272278E-1,7.645438384E-1
2.723489097E1,4.879598320E-1,2.875735760E-1,6.022052765E-1,8.267131027E-1
2.725345415E1,5.659121871E-1,2.612276077E-1,9.320039749E-1,1.121217140E0
2.727201732E1,6.890146732E-1,1.587768793E-1,8.158426285E-1,1.079606647E0
2.729058045E1,5.178048015E-1,4.199190140E-1,3.408498764E-1,7.487539175E-1
2.730914363E1,4.554574788E-1,8.407158852E-1,-4.797840118E-2,9.573644246E-1
2.732770680E1,9.810016155E-1,8.415088654E-1,-4.650020599E-2,1.293314969E0
2.734626998E1,9.804686308E-1,4.910628796E-1,4.822454453E-1,1.197924103E0
2.736483316E1,5.740938187E-1,-6.534194946E-2,1.123116493E0,1.263029667E0
2.738339633E1,2.151654661E-2,-5.009329319E-1,1.388895988E0,1.476627519E0
2.740195946E1,-3.920099139E-2,-7.135636806E-1,1.178632736E0,1.378363149E0
2.742052264E1,-5.798086524E-2,-6.775263548E-1,7.783641815E-1,1.033564000E0
2.743908581E1,-3.339040875E-1,-4.624465704E-1,1.667785645E-1,5.942759121E-1
2.745764899E1,-4.976814389E-1,-2.109485865E-1,-5.192670822E-1,7.495494803E-1
2.747621217E1,-4.113685787E-1,-1.495697498E-1,-1.115351677E0,1.198167176E0
2.749477534E1,-5.507068634E-1,-6.836915016E-2,-1.449630737E0,1.552218304E0
2.751333847E1,-5.414444208E-1,-2.249475718E-1,-1.279949188E0,1.407847078E0
2.753190165E1,-4.321317673E-1,-4.399163723E-1,-7.388343811E-1,9.623619494E-1
2.755046482E1,-6.067173928E-2,-7.905289531E-1,-9.921073914E-2,7.990368304E-1
2.756902800E1,2.637821734E-1,-1.088517666E0,8.304691315E-1,1.394320882E0
2.758757826E1,2.317524254E-1,-1.206072688E0,1.787343979E0,2.168621455E0
2.760615436E1,-1.255491674E-1,-1.289330244E0,1.709117889E0,2.144578987E0
2.762471753E1,-4.796328247E-1,-1.143007159E0,5.834169388E-1,1.369995743E0
2.764326774E1,-3.320460916E-1,-9.471765161E-1,-5.939483643E-1,1.166264386E0
2.766184383E1,-5.023205280E-2,-7.114958167E-1,-1.224102974E0,1.416748971E0
2.768040701E1,1.619893685E-2,-5.443004370E-1,-1.231460571E0,1.346484500E0
2.769897019E1,-1.650889665E-1,-5.562591553E-1,-8.170490265E-1,1.002121613E0
2.771753331E1,-4.564064145E-1,-6.504590511E-1,-4.420986176E-1,9.093156658E-1
2.773609649E1,-6.027874351E-1,-7.015867829E-1,-2.805347443E-1,9.665797684E-1
2.775470555E1,-6.251332164E-1,-6.376198530E-1,-2.881088257E-1,9.382735798E-1
2.777322285E1,-4.944097996E-1,-5.501995087E-1,-2.828960419E-1,7.919537359E-1
2.779178738E1,-4.773113728E-1,-4.280174971E-1,-4.056835175E-2,6.423946727E-1
2.781034920E1,-3.510106802E-1,-3.987679482E-1,2.815656662E-1,6.012516931E-1
2.782891232E1,-1.989218593E-1,-2.937067747E-1,4.185800552E-1,5.486737084E-1
2.784747550E1,-1.265854836E-1,-2.081644535E-1,3.039169312E-1,3.895148590E-1
2.786603868E1,-2.391418964E-1,-7.714676857E-2,-6.731414795E-2,2.601377808E-1
2.788460186E1,-2.804432213E-1,5.788946152E-2,-4.383125305E-1,5.235622834E-1
2.790316503E1,-2.086023092E-1,1.727900505E-1,-5.413274765E-1,6.053154234E-1
2.792172816E1,-2.340075970E-1,2.367531061E-1,-3.639459610E-1,4.932223142E-1
2.794029133E1,-4.263381362E-1,2.095435858E-1,-7.293701172E-2,4.806168208E-1
2.795885451E1,-6.481981277E-1,9.235310555E-2,1.351594925E-1,6.685491735E-1
2.797741769E1,-7.748420835E-1,3.123092651E-2,3.040237427E-1,8.329382097E-1
2.799598081E1,-6.321074963E-1,2.080225945E-2,4.151878357E-1,7.565537388E-1
2.801454399E1,-4.471296966E-1,2.639365196E-2,5.446577072E-1,7.051762960E-1
2.803315389E1,-2.295171916E-1,9.625434875E-2,6.935138702E-1,7.368205542E-1
2.805167029E1,-1.191248596E-1,2.211230993E-1,4.502611160E-1,5.155785390E-1
2.807023347E1,1.130502224E-1,2.446794510E-1,-9.923553467E-2,2.872213047E-1
2.808879665E1,6.388492584E-1,1.417505741E-1,-4.765701294E-1,8.095311535E-1
2.810735982E1,1.019993901E0,1.519548893E-2,-1.432409286E-1,1.030114763E0
2.812592295E1,9.538276196E-1,-2.906261683E-1,6.571168900E-1,1.194174738E0
2.814447321E1,6.359155178E-1,-4.460706711E-1,1.724111557E0,1.891012493E0
2.816304930E1,5.355465412E-1,-5.184329748E-1,2.141609192E0,2.267613895E0
2.818161248E1,6.034520864E-1,-4.821454287E-1,1.529264450E0,1.713262500E0
2.820017561E1,7.602941990E-1,-3.693329096E-1,3.577070236E-1,9.178280786E-1
2.821873878E1,8.590980768E-1,-2.009342909E-1,-4.586429596E-1,9.943728975E-1
2.823730191E1,1.083883762E0,-1.781722307E-1,-8.429937363E-1,1.384625507E0
2.825586514E1,1.072633982E0,-1.578407288E-1,-1.032071114E0,1.496872786E0
2.827447394E1,1.080661535E0,-2.121407986E-1,-1.005467415E0,1.491240354E0
2.829299144E1,1.193523288E0,-3.348072767E-1,-9.456796646E-1,1.559135587E0
2.831155607E1,1.394846082E0,-4.993081093E-1,-8.965549469E-1,1.731679807E0
2.833011774E1,1.459149837E0,-6.730933785E-1,-7.743663788E-1,1.783764624E0
2.834868092E1,1.276094317E0,-8.152843714E-1,-3.685083389E-1,1.558494052E0
2.836724410E1,9.800776243E-1,-8.524785042E-1,1.302003860E-1,1.305459264E0
2.838580722E1,7.124788761E-1,-6.707608104E-1,2.322387695E-1,1.005724147E0
2.840437040E1,4.978958964E-1,-3.809637427E-1,-1.864347458E-1,6.540578043E-1
2.842293357E1,5.402605534E-1,7.867813110E-4,-7.048501968E-1,8.880855164E-1
2.844149675E1,7.600259185E-1,2.925992012E-1,-9.934110641E-1,1.284569668E0
2.846005988E1,7.797777057E-1,5.221976042E-1,-1.013288498E0,1.381121714E0
2.847862305E1,6.681014895E-1,6.543838978E-1,-9.049682617E-1,1.301362917E0
2.849718623E1,5.897728205E-1,6.759082079E-1,-7.850589752E-1,1.192057666E0
2.851574936E1,6.274648905E-1,6.338908672E-1,-6.877813339E-1,1.126309453E0
2.853431253E1,6.650738120E-1,6.098734140E-1,-4.534044266E-1,1.009873423E0
2.855289154E1,7.204113007E-1,6.434289217E-1,-1.061601639E-1,9.717320617E-1
2.857143883E1,5.963653326E-1,6.471753120E-1,8.353233337E-2,8.840051726E-1
2.859000201E1,4.098638892E-1,6.002759933E-1,-9.088802338E-2,7.325164221E-1
2.860856519E1,1.320365816E-1,6.640509367E-1,-2.704095840E-1,7.290532550E-1
2.862712831E1,-4.393461347E-2,7.197881937E-1,-1.584911346E-2,7.213019399E-1
2.864569149E1,7.487283647E-2,7.278068066E-1,4.868307114E-1,8.788133083E-1
2.866425467E1,1.899929941E-1,6.585321426E-1,6.403303146E-1,9.379684603E-1
2.868281779E1,1.696638465E-1,6.315696239E-1,5.007877350E-1,8.236834138E-1
2.870138097E1,2.587348819E-1,5.537861586E-1,4.619340897E-1,7.661631365E-1
2.871994415E1,3.674025536E-1,4.413666725E-1,4.898490906E-1,7.548121008E-1
2.873850727E1,3.882946968E-1,2.429488897E-1,5.026531219E-1,6.800419808E-1
2.875707040E1,2.540290356E-1,1.865427494E-1,5.779218674E-1,6.582724611E-1
2.877563357E1,2.037594616E-1,1.505528688E-1,5.377788544E-1,5.944662991E-1
2.879424238E1,-6.835028529E-3,2.532408237E-1,2.148170471E-1,3.321505625E-1
2.881275993E1,-1.781864464E-1,3.604218960E-1,-2.100372314E-1,4.536187732E-1
2.883141488E1,-1.429958344E-1,4.141838551E-1,-4.724512100E-1,6.443649744E-1
2.884988623E1,6.825876981E-2,2.348589897E-1,-4.556760788E-1,5.171640876E-1
2.886844936E1,3.817470670E-1,-2.856703997E-1,1.618976593E-1,5.035367439E-1
2.888701253E1,3.327220082E-1,-5.480087996E-1,1.500811577E0,1.632008875E0
2.890557571E1,1.674485654E-1,-8.097076416E-1,2.395337105E0,2.534029466E0
2.892413883E1,-9.612864256E-2,-8.707808256E-1,1.640567780E0,1.859828648E0
2.894270201E1,-1.907931268E-1,-5.993710160E-1,-4.205036163E-2,6.304092837E-1
2.896126519E1,-1.026931331E-1,-2.021878958E-1,-1.303344727E0,1.322926038E0
2.897982831E1,-1.068792790E-1,-2.463316917E-2,-1.669774055E0,1.673372454E0
2.899839149E1,-3.002539873E-1,-1.645288467E-1,-1.226490021E0,1.273381313E0
2.901695462E1,-4.998818040E-1,-3.945540190E-1,-5.788917542E-1,8.606220744E-1
2.903551779E1,-5.778672695E-1,-4.956326485E-1,-1.536197662E-1,7.766474979E-1
2.905408097E1,-3.805617690E-1,-6.759358048E-1,6.564903259E-2,7.784768897E-1
2.907264410E1,-1.531093568E-1,-7.633809447E-1,3.598423004E-1,8.577175660E-1
2.909120727E1,-1.736152917E-1,-7.120563984E-1,8.135795593E-1,1.095024330E0
2.910977040E1,-5.479632020E-1,-6.464909911E-1,9.988298416E-1,1.309914243E0
2.912833357E1,-9.814220667E-1,-5.047597289E-1,7.766799927E-1,1.349519718E0
2.914689670E1,-1.142575741E0,-2.798739672E-1,2.526206970E-1,1.203173295E0
2.916545988E1,-1.121845007E0,-1.197383404E-1,-3.923015594E-1,1.194476456E0
