"time_s","lin_acc_x","lin_acc_y","lin_acc_z","lin_acc_abs"
1.152115076E1,-2.018188715E0,-5.339861512E-1,-4.605143547E0,5.056241093E0
1.153968019E1,-1.165786505E0,-1.214650273E0,-4.443032742E0,4.751312808E0
1.155824347E1,-1.609043121E0,-1.653387547E0,-2.421392918E0,3.344525947E0
1.157684050E1,-3.039724350E0,-2.213073730E0,-3.941755295E-1,3.780607598E0
1.159541680E1,-3.270201206E0,-3.053937912E0,-1.649293900E-1,4.477494210E0
1.161393331E1,-2.437779427E0,-3.837687969E0,-1.545091629E0,4.801866889E0
1.163249660E1,-2.285552502E0,-3.861948490E0,-2.131911278E0,4.968243359E0
1.165110550E1,-2.612169266E0,-2.998281479E0,-1.520883560E0,4.257488333E0
1.166963899E1,-3.332220554E0,-2.503913879E0,5.938110352E-1,4.210212594E0
1.168820227E1,-4.138130665E0,-1.802789688E0,8.387184143E-1,4.591037425E0
1.170674972E1,-2.821801186E0,-9.578766823E-1,1.200389862E-2,2.979972108E0
1.172531300E1,-1.475122690E0,-1.972235441E-1,2.222099304E-1,1.504746268E0
1.174390894E1,-5.468142629E-1,-5.275598764E-1,6.080150604E-1,9.731431421E-1
1.176248633E1,-4.927397668E-1,-8.874842525E-1,-8.121700287E-1,1.300015743E0
1.178104962E1,-1.338922620E0,-6.053464413E-1,-1.714856625E0,2.258293900E0
1.179956613E1,-2.055861235E0,-4.679970741E-1,-1.815442085E0,2.782340138E0
1.181812941E1,-2.110972643E0,-4.522767067E-1,-1.257205009E0,2.498264228E0
1.183673941E1,-1.802065134E0,-4.268406630E-1,-3.485269547E-1,1.884436981E0
1.185530269E1,-1.277564168E0,-2.938368320E-1,-1.585083008E-1,1.320467784E0
1.187381925E1,-8.151749372E-1,-2.898882627E-1,-1.224211693E0,1.499079602E0
1.189238253E1,-8.457245231E-1,1.097779274E-1,-2.387424469E0,2.535171938E0
1.191099165E1,-6.126062274E-1,2.847064734E-1,-2.261376858E0,2.360120645E0
1.192952488E1,-3.224550188E-1,3.855558634E-1,-1.576540947E0,1.654724122E0
1.194808826E1,-3.945698142E-1,9.202730656E-2,-9.392776489E-1,1.022935416E0
1.196663560E1,-7.454845309E-1,-1.322029829E-1,-6.998176575E-1,1.031004155E0
1.198519889E1,-9.084116817E-1,-1.446818113E-1,-1.196613312E0,1.509313761E0
1.200376217E1,-8.284058571E-1,7.173883915E-2,-1.736964703E0,1.925733394E0
1.202232545E1,-8.278766870E-1,3.401094675E-1,-1.908697605E0,2.108122579E0
1.204093441E1,-8.564016819E-1,6.225070953E-1,-8.871002197E-1,1.381262366E0
1.205945201E1,-5.566595793E-1,3.541535139E-1,-8.213996887E-2,6.648620707E-1
1.207801529E1,-5.444825888E-1,7.603776455E-2,2.378482819E-1,5.990115494E-1
1.209658008E1,-6.861878037E-1,2.998518944E-2,-3.425960541E-1,7.675447022E-1
1.211518863E1,-2.031262219E-2,4.173954725E-1,-5.627365112E-1,7.009307842E-1
1.213370514E1,8.944283724E-1,6.646679640E-1,-2.478418350E-1,1.141582757E0
1.215226842E1,1.029690504E0,8.210479021E-1,-1.427135468E-1,1.324669524E0
1.217087732E1,9.276127219E-1,5.795212984E-1,2.576532364E-1,1.123697240E0
1.218944170E1,2.363919765E-1,3.499826193E-1,6.886882782E-1,8.078740897E-1
1.220800389E1,-2.559503317E-1,-1.235496998E-1,9.795351028E-1,1.019933389E0
1.222652149E1,-7.882403731E-1,-2.191776633E-1,1.006820679E0,1.297324020E0
1.224508477E1,-1.038425207E0,-3.067064285E-2,5.135011673E-1,1.158857648E0
1.226369482E1,-5.912201405E-1,1.449450254E-1,-1.812582016E-1,6.351415988E-1
1.228225800E1,-6.182809174E-2,4.274252653E-1,-5.619812012E-2,4.355149814E-1
1.230082024E1,2.350634187E-1,6.326717138E-1,5.001621246E-1,8.400538431E-1
1.231933790E1,-1.934425533E-2,6.528079510E-1,6.902437210E-1,9.502467129E-1
1.233790118E1,-5.049023628E-1,5.211862326E-1,5.911750793E-1,9.359751383E-1
1.235646660E1,-8.772724867E-1,3.876725435E-1,4.703216553E-1,1.068222578E0
1.237507342E1,-9.068347216E-1,3.182234764E-1,6.021575928E-1,1.134111617E0
1.239359102E1,-7.912005186E-1,1.859461069E-1,8.842658997E-1,1.201041380E0
1.241215425E1,-4.015613496E-1,-2.328771353E-2,8.237447739E-1,9.167056712E-1
1.243076316E1,-2.025745809E-1,-1.086797118E-1,5.405731201E-1,5.874240707E-1
1.244932644E1,-1.371074021E-1,-2.970398664E-1,1.665039062E-1,3.670894615E-1
1.246789092E1,-1.989631057E-1,-2.967625856E-1,3.329553604E-1,4.883785639E-1
1.248640738E1,-1.958221346E-1,-3.956743181E-1,9.769887924E-1,1.072106140E0
1.250497066E1,-4.130174816E-1,-5.766336918E-1,1.208484650E0,1.401258364E0
1.252354977E1,-5.976997614E-1,-7.084419727E-1,1.263806343E0,1.567271995E0
1.254211310E1,-5.914405584E-1,-4.773058593E-1,1.025150299E0,1.276148876E0
1.256067628E1,-3.719916940E-1,-2.610425949E-1,3.176956177E-1,5.544831487E-1
1.257922373E1,-1.399442554E-2,-2.597986162E-1,-2.391242981E-1,3.533717516E-1
1.259778701E1,2.675414383E-1,-2.889213562E-1,-5.497455597E-2,3.975879439E-1
1.261639592E1,2.804366052E-1,-4.409964383E-1,4.581727982E-1,6.950142884E-1
1.263495925E1,1.112784743E-1,-6.937994957E-1,5.212211609E-1,8.748783559E-1
1.265347686E1,-1.439304650E-1,-8.468563557E-1,2.786598206E-1,9.030686361E-1
1.267204014E1,-1.434237808E-1,-7.910506725E-1,-2.656650543E-1,8.467050658E-1
1.269065019E1,1.629885137E-1,-6.318179369E-1,-9.000587463E-1,1.111694611E0
1.270921243E1,5.433740616E-1,-5.077717900E-1,-9.926385880E-1,1.240330169E0
1.272777555E1,6.328573227E-1,-4.298479855E-1,-3.851404190E-1,8.565108428E-1
1.274629321E1,3.499415517E-1,-4.876172841E-1,1.442241669E-2,6.003646487E-1
1.276485649E1,-3.966417909E-2,-5.411059856E-1,-2.258968353E-2,5.430278341E-1
1.278346540E1,-2.956762612E-1,-5.151568055E-1,-5.148181915E-1,7.860335591E-1
1.280202868E1,9.686481953E-2,-3.444245458E-1,-1.053114891E0,1.112232905E0
1.282059191E1,7.731864452E-1,-1.651498675E-1,-1.224262238E0,1.457363985E0
1.283910962E1,1.133027792E0,3.963214159E-2,-1.016217232E0,1.522504564E0
1.285767285E1,7.573319077E-1,8.213883638E-2,-5.004453659E-1,9.114515737E-1
1.287625196E1,2.350656092E-1,-3.305327892E-2,-2.348089218E-1,3.338915837E-1
1.289481524E1,7.486611605E-2,-3.817558289E-2,-3.490352631E-2,9.099761870E-2
1.291336269E1,5.782693624E-2,4.863423109E-2,-7.883167267E-2,1.091955842E-1
1.293192597E1,2.936441600E-1,1.709285975E-1,-3.396148682E-1,4.803974780E-1
1.295048925E1,4.096074700E-1,2.645732760E-1,-6.045331955E-1,7.766837724E-1
1.296905248E1,4.761134982E-1,2.833803892E-1,-6.879415512E-1,8.833187907E-1
1.298763160E1,3.838375509E-1,3.687569499E-1,-4.475040436E-1,6.953940053E-1
1.300617904E1,1.999590248E-1,3.002745509E-1,-3.439054489E-1,4.984168690E-1
1.302474232E1,-8.839666843E-4,1.639266014E-1,-3.325843811E-1,3.707898092E-1
1.304335118E1,-1.165475249E-1,1.799628735E-1,-3.624458313E-1,4.211139300E-1
1.306191456E1,-1.955725253E-2,2.003430724E-1,-5.404405594E-1,5.767112198E-1
1.308080378E1,1.828256398E-1,3.177689314E-1,-8.540401459E-1,9.294013552E-1
1.309973831E1,3.538940549E-1,4.220725298E-1,-8.693304062E-1,1.029136326E0
1.311871936E1,5.034917593E-1,3.603467345E-1,-5.061521530E-1,7.997147759E-1
1.313765383E1,4.623160958E-1,2.617967129E-1,-1.566076279E-1,5.538949724E-1
1.315658826E1,3.827036023E-1,1.071817279E-1,1.013803482E-1,4.101560008E-1
1.317547618E1,8.224208653E-2,5.641222000E-2,1.184654236E-1,1.548552742E-1
1.319441071E1,-5.901758373E-2,3.647029400E-2,-2.813453674E-1,2.897729686E-1
1.321336144E1,3.676861525E-3,2.952142954E-1,-6.924180984E-1,7.527335668E-1
1.323229587E1,3.789429665E-1,4.877766371E-1,-6.077632904E-1,8.665448844E-1
1.325123040E1,7.249764204E-1,4.508309364E-1,7.906246185E-2,8.573740235E-1
1.327014863E1,6.006106138E-1,3.428130150E-1,4.040403366E-1,8.009384910E-1
1.328908316E1,4.524263740E-1,2.267894745E-1,8.605957031E-2,5.133510877E-1
1.330787779E1,4.047330618E-1,4.249650240E-1,-5.241804123E-1,7.868730695E-1
1.332644217E1,6.403784752E-1,6.821997166E-1,-7.605056763E-1,1.205756994E0
1.334495873E1,9.353939295E-1,7.466589212E-1,-3.495473862E-1,1.246853930E0
1.336352201E1,9.020927548E-1,5.385563374E-1,1.926870346E-1,1.068149128E0
1.338217706E1,5.775963664E-1,3.680938482E-1,5.067758560E-1,8.520166734E-1
1.340069524E1,3.924883008E-1,2.841814756E-1,4.259996414E-1,6.451990947E-1
1.341925852E1,3.599745035E-1,4.707970619E-1,1.574411392E-1,6.132040680E-1
1.343777508E1,5.154534578E-1,6.766405106E-1,-9.440517426E-2,8.558311660E-1
1.345633836E1,5.581811070E-1,8.862913847E-1,-1.026763916E-1,1.052435750E0
1.347494732E1,5.532996655E-1,1.046644092E0,-2.167320251E-1,1.203568504E0
1.349351050E1,4.940403104E-1,1.265314102E0,-3.289194107E-1,1.397599222E0
1.351207378E1,3.304944634E-1,1.328942418E0,-3.718070984E-1,1.418997907E0
1.353059144E1,1.572456956E-1,1.237733722E0,-2.187051773E-1,1.266705542E0
1.354915472E1,9.619326890E-2,1.062415123E0,1.710586548E-1,1.080388866E0
1.356773378E1,6.511631608E-2,7.922080755E-1,5.142965317E-1,9.467495403E-1
1.358629712E1,-1.584562659E-1,5.237212181E-1,6.194620132E-1,8.265140582E-1
1.360484451E1,-3.409804702E-1,4.035984278E-1,6.958551407E-1,8.737126237E-1
1.362340779E1,-2.140156329E-1,3.890277147E-1,8.393516541E-1,9.495559242E-1
1.364197107E1,-1.273120195E-1,3.321475387E-1,1.101349831E0,1.157368475E0
1.366055014E1,-1.840597689E-1,4.100784659E-1,1.510314941E0,1.575783478E0
1.367911316E1,3.927893937E-2,4.331446886E-1,1.751310349E0,1.804506884E0
1.369766087E1,2.116691470E-1,5.324903727E-1,1.869310379E0,1.955165241E0
1.371622415E1,2.259103954E-1,5.398713350E-1,1.385977745E0,1.504470297E0
1.373483300E1,1.524451673E-1,4.606664777E-1,1.254446030E0,1.345023410E0
1.375339748E1,-1.540704072E-2,3.545809984E-1,1.481793404E0,1.523704943E0
1.377195956E1,-1.117592752E-1,3.602921963E-3,1.154273987E0,1.159677349E0
1.379046430E1,-4.198736548E-1,-8.615142107E-2,4.943561554E-2,4.314624358E-1
